Gene,importance
Glyma.15G147800,0.02834389481532676
Glyma.01G153967,0.013358566702868951
Glyma.03G152600,0.011287877161856906
Glyma.06G283100,0.01025548535239395
Glyma.05G085550,0.010015848424436261
Glyma.17G117100,0.009629223615373895
Glyma.16G079800,0.009398254371976639
Glyma.18G062700,0.0090691346298873
Glyma.19G065800,0.008183384450744142
Glyma.03G232400,0.00804031194064943
Glyma.19G015600,0.006960890923671438
Glyma.10G186800,0.006285164190896691
Glyma.20G013100,0.0055179925575819695
Glyma.07G150850,0.005173079532182438
Glyma.06G189400,0.00483582004627909
Glyma.15G185400,0.004633837298111116
Glyma.11G083401,0.004533144788411892
Glyma.09G185500,0.004358434180436371
Glyma.10G027100,0.004235404678732705
Glyma.16G147700,0.004182201550913723
Glyma.06G125500,0.0041511095865609865
Glyma.09G076100,0.003983676570183802
Glyma.18G018900,0.003953994134805599
Glyma.20G168500,0.003902830918870169
Glyma.10G103801,0.003815734536753778
Glyma.04G000151,0.00377161650334536
Glyma.07G034900,0.003769544227702254
Glyma.20G001900,0.003740561292499745
Glyma.18G164300,0.003712241408171209
Glyma.04G186700,0.0035374845885725145
Glyma.10G089300,0.003446915754167857
Glyma.06G205000,0.0034151151534183542
Glyma.15G155200,0.0034080122420749644
Glyma.06G105500,0.003339152530816517
Glyma.20G163400,0.003263235096002704
Glyma.14G157201,0.0032229514764425373
Glyma.02G243300,0.0031929922537248558
Glyma.04G094300,0.0031745719670473625
Glyma.02G309000,0.0031252783035849168
Glyma.05G029000,0.003015620567905398
Glyma.01G060001,0.002832817660076996
Glyma.05G069600,0.0027612384681808886
Glyma.04G050150,0.0027549418846071535
Glyma.07G241400,0.0027390932881172746
Glyma.17G218900,0.00271469048165959
Glyma.18G074800,0.002681093469814054
Glyma.18G186800,0.002648859093610598
Glyma.13G185600,0.00262343350900478
Glyma.10G244700,0.0026209168876148016
Glyma.09G210400,0.002582696350343268
Glyma.09G201500,0.0025552695454538945
Glyma.20G212500,0.00253664421592517
Glyma.07G246851,0.0025019199774984776
Glyma.20G090000,0.0024423333552258987
Glyma.17G165000,0.002432049456076336
Glyma.15G225700,0.002418256861941643
Glyma.16G063500,0.002415163408745572
Glyma.04G008400,0.0023927781242055967
Glyma.06G016300,0.0023564733939039897
Glyma.09G118300,0.0023469645452107333
Glyma.06G197800,0.0023427266021125623
Glyma.17G164700,0.002310930937246294
Glyma.07G137801,0.0023082217958383467
Glyma.19G055000,0.0022816520692520684
Glyma.01G048400,0.0022671968259268408
Glyma.04G130400,0.0022539279583010897
Glyma.04G213400,0.002236611519094495
Glyma.16G115000,0.0022326352408012697
Glyma.14G099500,0.0021621747493287494
Glyma.03G114300,0.0021151204341743404
Glyma.18G023300,0.0021013757979290062
Glyma.03G170700,0.0020717910663933027
Glyma.09G128400,0.0020668326838232036
Glyma.16G174300,0.0020593601006990933
Glyma.13G201300,0.0020331115669634642
Glyma.15G147500,0.002031341437968137
Glyma.19G019451,0.0020174608542740226
Glyma.12G096450,0.0020147194554192547
Glyma.18G098600,0.002011947843039822
Glyma.14G142900,0.002003619072744711
Glyma.08G269800,0.001994100153929561
Glyma.14G176200,0.0019886683317691316
Glyma.15G270200,0.0019520442517231792
Glyma.11G004700,0.0019414023476079679
Glyma.10G171800,0.0019401002163296818
Glyma.15G003800,0.0019242378488848624
Glyma.15G167732,0.0019205748579136977
Glyma.09G213200,0.0019169294535807688
Glyma.08G033000,0.0019110897530265282
Glyma.12G161400,0.001846584192294843
Glyma.19G087300,0.0018125010202054157
Glyma.06G294600,0.0018111733813389998
Glyma.02G154500,0.00180037256269974
Glyma.01G060450,0.0017744888280318734
Glyma.08G070700,0.0017461093334985292
Glyma.11G173500,0.0017459699156918522
Glyma.10G279350,0.0017441109201139756
Glyma.19G248300,0.0017402485828056083
Glyma.04G181066,0.0017369803675650669
Glyma.09G038800,0.0017270785869110926
Glyma.17G099800,0.0017075252229101629
Glyma.09G238000,0.0017051811214270581
Glyma.12G098000,0.001698458640769322
Glyma.08G075500,0.0016918651121033102
Glyma.08G290800,0.0016635581159602489
Glyma.10G000050,0.0016556874017596645
Glyma.13G142700,0.0016555262902991073
Glyma.U031105,0.001644633798447876
Glyma.05G117167,0.0016435019186675816
Glyma.06G184150,0.0016400523286219364
Glyma.09G210000,0.0016382007754621685
Glyma.18G285200,0.001636761708430319
Glyma.15G269400,0.0016357852809350197
Glyma.08G100400,0.001620516921929995
Glyma.19G042350,0.001609998480576667
Glyma.20G051000,0.0015890082998768844
Glyma.19G209300,0.0015849844958320133
Glyma.06G308700,0.0015833204405963734
Glyma.13G086200,0.001582101552943504
Glyma.17G171000,0.0015696998281025784
Glyma.04G068600,0.0015671974080867736
Glyma.14G023300,0.001565116582076713
Glyma.17G202000,0.0015607811628668687
Glyma.03G216200,0.0015607810790875185
Glyma.12G218950,0.0015591686056035938
Glyma.17G207900,0.0015579501077976367
Glyma.18G259100,0.0015578907437476452
Glyma.12G097601,0.0015572699323266085
Glyma.13G036800,0.001548028265751094
Glyma.06G283500,0.001546062228566863
Glyma.12G031100,0.001542929007913346
Glyma.01G052600,0.0015414438150680738
Glyma.20G008000,0.001540404214991287
Glyma.06G244200,0.0015392530660503802
Glyma.01G185000,0.0015351809713768463
Glyma.07G096500,0.0015351809661419919
Glyma.13G045100,0.0015329486982296006
Glyma.11G256800,0.0015311120389065297
Glyma.01G217800,0.0014826118118433603
Glyma.17G162567,0.0014771659343331136
Glyma.03G129500,0.0014734580537479336
Glyma.03G096500,0.001469852691889663
Glyma.14G180800,0.001462089835666291
Glyma.13G262200,0.001458463208339626
Glyma.20G021600,0.001456729013890565
Glyma.20G213100,0.0014567290071406489
Glyma.20G016500,0.0014567290071406467
Glyma.19G231100,0.0014500367691805149
Glyma.20G066725,0.001445776157463046
Glyma.17G144800,0.0014427388125942838
Glyma.04G208900,0.0014415712365803237
Glyma.07G239200,0.0014373704821288153
Glyma.08G079950,0.0014354275501905721
Glyma.05G081801,0.0014315367427304006
Glyma.17G068567,0.0014261523040435147
Glyma.17G062500,0.0014061825579645372
Glyma.08G127400,0.001401964758751902
Glyma.12G033000,0.0014009576685856133
Glyma.05G240400,0.0013877596261238647
Glyma.11G094500,0.0013782564038914411
Glyma.15G156400,0.001377792952568541
Glyma.19G109600,0.0013734873522256072
Glyma.17G211900,0.0013633881779016252
